test_key,short,q,theta,n_min_tail,n_max
ranova,rANOVA,3,0.4068181818181818,30426,10000000
ranova,rANOVA,3,0.4227272727272727,30426,10000000
ranova,rANOVA,3,0.4386363636363636,30426,10000000
ranova,rANOVA,3,0.4545454545454545,30426,10000000
ranova,rANOVA,3,0.4704545454545454,30426,10000000
ranova,rANOVA,3,0.4863636363636363,30426,10000000
ranova,rANOVA,3,0.5022727272727272,30426,10000000
ranova,rANOVA,3,0.5181818181818181,30426,10000000
ranova,rANOVA,3,0.5340909090909091,30426,10000000
ranova,rANOVA,3,0.5499999999999999,30426,10000000
ranova,rANOVA,3,0.5659090909090909,30426,10000000
ranova,rANOVA,3,0.5818181818181818,30426,10000000
ranova,rANOVA,3,0.5977272727272727,30426,10000000
ranova,rANOVA,3,0.6136363636363636,30426,10000000
ranova,rANOVA,3,0.6295454545454545,30426,10000000
ranova,rANOVA,3,0.6454545454545454,30426,10000000
ranova,rANOVA,3,0.6613636363636363,30426,10000000
ranova,rANOVA,3,0.6772727272727272,30426,10000000
ranova,rANOVA,3,0.6931818181818181,30426,10000000
ranova,rANOVA,3,0.709090909090909,30426,10000000
ranova,rANOVA,3,0.725,30426,10000000
ranova,rANOVA,3,0.7409090909090909,30426,10000000
ranova,rANOVA,3,0.7568181818181817,30426,10000000
ranova,rANOVA,3,0.7727272727272727,30426,10000000
ranova,rANOVA,3,0.7886363636363636,30426,10000000
ranova,rANOVA,3,0.8045454545454545,30426,10000000
ranova,rANOVA,3,0.8204545454545454,30426,10000000
ranova,rANOVA,3,0.8363636363636363,30426,10000000
ranova,rANOVA,3,0.8522727272727272,30426,10000000
ranova,rANOVA,3,0.8681818181818182,30426,10000000
ranova,rANOVA,3,0.884090909090909,30426,10000000
ranova,rANOVA,3,0.9,30426,10000000
chisq,Chi-square,4,0.005018276804993,8513147,10000000
chisq,Chi-square,4,0.0063187888551852,5252434,10000000
chisq,Chi-square,4,0.007956335241748,3240642,10000000
chisq,Chi-square,4,0.0100182601333695,1999408,10000000
chisq,Chi-square,4,0.0126145433859082,1233593,10000000
chisq,Chi-square,4,0.0158836666962689,761101,10000000
chisq,Chi-square,4,0.02,469583,10000000
chisq,Chi-square,4,0.025,246646,10000000
chisq,Chi-square,4,0.0409090909090909,209973,10000000
chisq,Chi-square,4,0.0568181818181818,209973,10000000
chisq,Chi-square,4,0.0727272727272727,209973,10000000
chisq,Chi-square,4,0.0886363636363636,209973,10000000
chisq,Chi-square,4,0.1045454545454545,209973,10000000
chisq,Chi-square,4,0.1204545454545454,209973,10000000
chisq,Chi-square,4,0.1363636363636363,209973,10000000
chisq,Chi-square,4,0.1522727272727272,209973,10000000
chisq,Chi-square,4,0.1681818181818181,209973,10000000
chisq,Chi-square,4,0.184090909090909,209973,10000000
chisq,Chi-square,4,0.1999999999999999,209973,10000000
chisq,Chi-square,4,0.2159090909090908,209973,10000000
chisq,Chi-square,4,0.2318181818181817,209973,10000000
chisq,Chi-square,4,0.2477272727272727,209973,10000000
chisq,Chi-square,4,0.2636363636363636,209973,10000000
chisq,Chi-square,4,0.2795454545454545,209973,10000000
chisq,Chi-square,4,0.2954545454545454,209973,10000000
chisq,Chi-square,4,0.3113636363636363,209973,10000000
chisq,Chi-square,4,0.3272727272727272,209973,10000000
chisq,Chi-square,4,0.3431818181818181,209973,10000000
chisq,Chi-square,4,0.359090909090909,209973,10000000
chisq,Chi-square,4,0.375,209973,10000000
chisq,Chi-square,4,0.3909090909090909,209973,10000000
chisq,Chi-square,4,0.4068181818181818,209973,10000000
chisq,Chi-square,4,0.4227272727272727,209973,10000000
chisq,Chi-square,4,0.4386363636363636,209973,10000000
chisq,Chi-square,4,0.4545454545454545,209973,10000000
chisq,Chi-square,4,0.4704545454545454,209973,10000000
chisq,Chi-square,4,0.4863636363636363,209973,10000000
chisq,Chi-square,4,0.5022727272727272,209973,10000000
chisq,Chi-square,4,0.5181818181818181,209973,10000000
chisq,Chi-square,4,0.5340909090909091,209973,10000000
chisq,Chi-square,4,0.5499999999999999,209973,10000000
chisq,Chi-square,4,0.5659090909090909,209973,10000000
chisq,Chi-square,4,0.5818181818181818,209973,10000000
chisq,Chi-square,4,0.5977272727272727,209973,10000000
chisq,Chi-square,4,0.6136363636363636,209973,10000000
chisq,Chi-square,4,0.6295454545454545,209973,10000000
chisq,Chi-square,4,0.6454545454545454,209973,10000000
chisq,Chi-square,4,0.6613636363636363,209973,10000000
chisq,Chi-square,4,0.6772727272727272,209973,10000000
chisq,Chi-square,4,0.6931818181818181,209973,10000000
chisq,Chi-square,4,0.709090909090909,209973,10000000
chisq,Chi-square,4,0.725,209973,10000000
chisq,Chi-square,4,0.7409090909090909,209973,10000000
chisq,Chi-square,4,0.7568181818181817,209973,10000000
chisq,Chi-square,4,0.7727272727272727,209973,10000000
chisq,Chi-square,4,0.7886363636363636,209973,10000000
chisq,Chi-square,4,0.8045454545454545,209973,10000000
chisq,Chi-square,4,0.8204545454545454,209973,10000000
chisq,Chi-square,4,0.8363636363636363,209973,10000000
chisq,Chi-square,4,0.8522727272727272,209973,10000000
chisq,Chi-square,4,0.8681818181818182,209973,10000000
chisq,Chi-square,4,0.884090909090909,209973,10000000
chisq,Chi-square,4,0.9,209973,10000000
kruskal,Kruskal-Wallis,4,0.0015854715773812,10000000,10000000
kruskal,Kruskal-Wallis,4,0.0019963546298206,6169791,10000000
kruskal,Kruskal-Wallis,4,0.0025137201226837,3806632,10000000
kruskal,Kruskal-Wallis,4,0.003165163523954,2348612,10000000
kruskal,Kruskal-Wallis,4,0.0039854318080063,1449044,10000000
kruskal,Kruskal-Wallis,4,0.005018276804993,894030,10000000
kruskal,Kruskal-Wallis,4,0.0063187888551852,551598,10000000
kruskal,Kruskal-Wallis,4,0.007956335241748,340324,10000000
kruskal,Kruskal-Wallis,4,0.0100182601333695,209973,10000000
kruskal,Kruskal-Wallis,4,0.0126145433859082,93889,10000000
kruskal,Kruskal-Wallis,4,0.0158836666962689,129549,10000000
kruskal,Kruskal-Wallis,4,0.02,129549,10000000
kruskal,Kruskal-Wallis,4,0.025,129549,10000000
kruskal,Kruskal-Wallis,4,0.0409090909090909,129549,10000000
kruskal,Kruskal-Wallis,4,0.0568181818181818,129549,10000000
kruskal,Kruskal-Wallis,4,0.0727272727272727,129549,10000000
kruskal,Kruskal-Wallis,4,0.0886363636363636,129549,10000000
kruskal,Kruskal-Wallis,4,0.1045454545454545,129549,10000000
kruskal,Kruskal-Wallis,4,0.1204545454545454,129549,10000000
kruskal,Kruskal-Wallis,4,0.1363636363636363,129549,10000000
kruskal,Kruskal-Wallis,4,0.1522727272727272,129549,10000000
kruskal,Kruskal-Wallis,4,0.1681818181818181,129549,10000000
kruskal,Kruskal-Wallis,4,0.184090909090909,129549,10000000
kruskal,Kruskal-Wallis,4,0.1999999999999999,129549,10000000
kruskal,Kruskal-Wallis,4,0.2159090909090908,129549,10000000
kruskal,Kruskal-Wallis,4,0.2318181818181817,129549,10000000
kruskal,Kruskal-Wallis,4,0.2477272727272727,129549,10000000
kruskal,Kruskal-Wallis,4,0.2636363636363636,129549,10000000
kruskal,Kruskal-Wallis,4,0.2795454545454545,129549,10000000
kruskal,Kruskal-Wallis,4,0.2954545454545454,129549,10000000
kruskal,Kruskal-Wallis,4,0.3113636363636363,129549,10000000
kruskal,Kruskal-Wallis,4,0.3272727272727272,129549,10000000
kruskal,Kruskal-Wallis,4,0.3431818181818181,129549,10000000
kruskal,Kruskal-Wallis,4,0.359090909090909,129549,10000000
kruskal,Kruskal-Wallis,4,0.375,129549,10000000
kruskal,Kruskal-Wallis,4,0.3909090909090909,129549,10000000
kruskal,Kruskal-Wallis,4,0.4068181818181818,129549,10000000
kruskal,Kruskal-Wallis,4,0.4227272727272727,129549,10000000
kruskal,Kruskal-Wallis,4,0.4386363636363636,129549,10000000
kruskal,Kruskal-Wallis,4,0.4545454545454545,129549,10000000
kruskal,Kruskal-Wallis,4,0.4704545454545454,129549,10000000
kruskal,Kruskal-Wallis,4,0.4863636363636363,129549,10000000
kruskal,Kruskal-Wallis,4,0.5022727272727272,129549,10000000
kruskal,Kruskal-Wallis,4,0.5181818181818181,129549,10000000
kruskal,Kruskal-Wallis,4,0.5340909090909091,129549,10000000
kruskal,Kruskal-Wallis,4,0.5499999999999999,129549,10000000
kruskal,Kruskal-Wallis,4,0.5659090909090909,129549,10000000
kruskal,Kruskal-Wallis,4,0.5818181818181818,129549,10000000
kruskal,Kruskal-Wallis,4,0.5977272727272727,129549,10000000
kruskal,Kruskal-Wallis,4,0.6136363636363636,129549,10000000
kruskal,Kruskal-Wallis,4,0.6295454545454545,129549,10000000
kruskal,Kruskal-Wallis,4,0.6454545454545454,129549,10000000
kruskal,Kruskal-Wallis,4,0.6613636363636363,129549,10000000
kruskal,Kruskal-Wallis,4,0.6772727272727272,129549,10000000
kruskal,Kruskal-Wallis,4,0.6931818181818181,129549,10000000
kruskal,Kruskal-Wallis,4,0.709090909090909,129549,10000000
kruskal,Kruskal-Wallis,4,0.725,129549,10000000
kruskal,Kruskal-Wallis,4,0.7409090909090909,129549,10000000
kruskal,Kruskal-Wallis,4,0.7568181818181817,129549,10000000
kruskal,Kruskal-Wallis,4,0.7727272727272727,129549,10000000
kruskal,Kruskal-Wallis,4,0.7886363636363636,129549,10000000
kruskal,Kruskal-Wallis,4,0.8045454545454545,129549,10000000
kruskal,Kruskal-Wallis,4,0.8204545454545454,129549,10000000
kruskal,Kruskal-Wallis,4,0.8363636363636363,129549,10000000
kruskal,Kruskal-Wallis,4,0.8522727272727272,129549,10000000
kruskal,Kruskal-Wallis,4,0.8681818181818182,129549,10000000
kruskal,Kruskal-Wallis,4,0.884090909090909,129549,10000000
kruskal,Kruskal-Wallis,4,0.9,129549,10000000
