"test_key","test","q","n","theta","null_valid_reps","alt_valid_reps","alpha_p","power_p","alpha_ejab","power_ejab","alpha_bic","power_bic","alpha_tsbf","power_tsbf","risk_p","risk_ejab","risk_bic","risk_tsbf","delta_p_minus_ejab","delta_bic_minus_ejab","delta_tsbf_minus_ejab"
"chisq","Chi-square independence",4,905,0.025,2000,400,0.0055,0.0075,0.0335,0.025,0,0,0.0015,0.005,0.499,0.50425,0.5,0.49825,-0.00525000000000003,-0.00425000000000009,-0.00600000000000006
"chisq","Chi-square independence",4,905,0.0666666666666667,2000,400,0.0055,0.0175,0.0335,0.06,0,0,0.0565,0.1,0.494,0.48675,0.5,0.47825,0.00725000000000003,0.01325,-0.00850000000000001
"chisq","Chi-square independence",4,905,0.108333333333333,2000,400,0.0055,0.055,0.0335,0.1425,0,0,0.039,0.17,0.47525,0.4455,0.5,0.4345,0.0297499999999999,0.0544999999999999,-0.0110000000000001
"chisq","Chi-square independence",4,905,0.15,2000,400,0.0055,0.1225,0.0335,0.2725,0,0.0025,0.0175,0.2175,0.4415,0.3805,0.49875,0.4,0.0609999999999999,0.11825,0.0195
"chisq","Chi-square independence",4,905,0.191666666666667,2000,400,0.0055,0.2625,0.0335,0.4875,0,0.01,0.0085,0.2975,0.3715,0.273,0.495,0.3555,0.0985,0.222,0.0825
"chisq","Chi-square independence",4,905,0.233333333333333,2000,400,0.0055,0.5,0.0335,0.7275,0,0.0525,0.005,0.4575,0.25275,0.153,0.47375,0.27375,0.09975,0.32075,0.12075
"chisq","Chi-square independence",4,905,0.275,2000,400,0.0055,0.765,0.0335,0.8825,0,0.1525,0.002,0.645,0.12025,0.0755000000000001,0.42375,0.1785,0.04475,0.34825,0.103
"chisq","Chi-square independence",4,905,0.316666666666667,2000,400,0.0055,0.865,0.0335,0.95,0,0.3125,0.0015,0.7525,0.07025,0.0417500000000001,0.34375,0.1245,0.0285,0.302,0.08275
"chisq","Chi-square independence",4,905,0.358333333333333,2000,400,0.0055,0.9475,0.0335,0.985,0,0.5225,0.001,0.86,0.029,0.02425,0.23875,0.0705,0.00474999999999998,0.2145,0.0462499999999999
"chisq","Chi-square independence",4,905,0.4,2000,400,0.0055,0.9825,0.0335,0.9925,0,0.775,5e-04,0.95,0.0115,0.0205,0.1125,0.02525,-0.00900000000000001,0.092,0.00474999999999998
"chisq","Chi-square independence",4,905,0.441666666666667,2000,400,0.0055,0.9975,0.0335,1,0,0.895,0,0.98,0.004,0.01675,0.0525,0.01,-0.01275,0.03575,-0.00675000000000003
"chisq","Chi-square independence",4,905,0.483333333333333,2000,400,0.0055,1,0.0335,1,0,0.9675,0,1,0.00275000000000003,0.01675,0.01625,0,-0.014,-0.000500000000000056,-0.01675
"chisq","Chi-square independence",4,905,0.525,2000,400,0.0055,1,0.0335,1,0,0.9975,0,0.9975,0.00275000000000003,0.01675,0.00124999999999997,0.00124999999999997,-0.014,-0.0155000000000001,-0.0155000000000001
"chisq","Chi-square independence",4,905,0.566666666666667,2000,400,0.0055,1,0.0335,1,0,1,0,1,0.00275000000000003,0.01675,0,0,-0.014,-0.01675,-0.01675
"chisq","Chi-square independence",4,905,0.608333333333333,2000,400,0.0055,1,0.0335,1,0,1,0,1,0.00275000000000003,0.01675,0,0,-0.014,-0.01675,-0.01675
"chisq","Chi-square independence",4,905,0.65,2000,400,0.0055,1,0.0335,1,0,1,0,1,0.00275000000000003,0.01675,0,0,-0.014,-0.01675,-0.01675
"chisq","Chi-square independence",4,905,0.691666666666667,2000,400,0.0055,1,0.0335,1,0,1,0,1,0.00275000000000003,0.01675,0,0,-0.014,-0.01675,-0.01675
"chisq","Chi-square independence",4,905,0.733333333333333,2000,400,0.0055,1,0.0335,1,0,1,0,1,0.00275000000000003,0.01675,0,0,-0.014,-0.01675,-0.01675
"chisq","Chi-square independence",4,905,0.775,2000,400,0.0055,1,0.0335,1,0,1,0,1,0.00275000000000003,0.01675,0,0,-0.014,-0.01675,-0.01675
"chisq","Chi-square independence",4,905,0.816666666666667,2000,400,0.0055,1,0.0335,1,0,1,0,1,0.00275000000000003,0.01675,0,0,-0.014,-0.01675,-0.01675
"chisq","Chi-square independence",4,905,0.858333333333333,2000,400,0.0055,1,0.0335,1,0,1,0,1,0.00275000000000003,0.01675,0,0,-0.014,-0.01675,-0.01675
"chisq","Chi-square independence",4,905,0.9,2000,400,0.0055,1,0.0335,1,0,1,0,1,0.00275000000000003,0.01675,0,0,-0.014,-0.01675,-0.01675
"chisq","Chi-square independence",4,1105,0.002,2000,400,0.004,0.005,0.0245,0.04,0,0,0,0,0.4995,0.49225,0.5,0.5,0.00725000000000003,0.00775000000000003,0.00775000000000003
"chisq","Chi-square independence",4,1105,0.00258309933002977,2000,400,0.004,0.0175,0.0245,0.0325,0,0,0,0,0.49325,0.496,0.5,0.5,-0.00274999999999997,0.004,0.004
"chisq","Chi-square independence",4,1105,0.00333620107440012,2000,400,0.004,0.0025,0.0245,0.035,0,0,0,0,0.50075,0.49475,0.5,0.5,0.00600000000000006,0.00525000000000003,0.00525000000000003
"chisq","Chi-square independence",4,1105,0.00430886938006377,2000,400,0.004,0.0025,0.0245,0.0225,0,0,0,0,0.50075,0.501,0.5,0.5,-0.000249999999999972,-0.001,-0.001
"chisq","Chi-square independence",4,1105,0.00556511880441425,2000,400,0.004,0,0.0245,0.0175,0,0,0,0,0.502,0.5035,0.5,0.5,-0.00149999999999995,-0.00349999999999995,-0.00349999999999995
"chisq","Chi-square independence",4,1105,0.00718762732760925,2000,400,0.004,0.0025,0.0245,0.0175,0,0,0,0,0.50075,0.5035,0.5,0.5,-0.00274999999999992,-0.00349999999999995,-0.00349999999999995
"chisq","Chi-square independence",4,1105,0.00928317766722556,2000,400,0.004,0.005,0.0245,0.0225,0,0,0,0,0.4995,0.501,0.5,0.5,-0.0015,-0.001,-0.001
"chisq","Chi-square independence",4,1105,0.0119896850063788,2000,400,0.004,0.005,0.0245,0.01,0,0,0,0,0.4995,0.50725,0.5,0.5,-0.00774999999999998,-0.00724999999999998,-0.00724999999999998
"chisq","Chi-square independence",4,1105,0.0154852736536225,2000,400,0.004,0.005,0.0245,0.03,0,0,0,0,0.4995,0.49725,0.5,0.5,0.00225000000000003,0.00275000000000003,0.00275000000000003
"chisq","Chi-square independence",4,1105,0.02,2000,400,0.004,0.005,0.0245,0.0275,0,0,0,0,0.4995,0.4985,0.5,0.5,0.001,0.0015,0.0015
"chisq","Chi-square independence",4,1105,0.025,2000,400,0.004,0.005,0.0245,0.0325,0,0,5e-04,0.0025,0.4995,0.496,0.5,0.499,0.0035,0.004,0.003
"chisq","Chi-square independence",4,1105,0.0666666666666667,2000,400,0.004,0.01,0.0245,0.065,0,0,0.0465,0.12,0.497,0.47975,0.5,0.46325,0.01725,0.02025,-0.0165
"chisq","Chi-square independence",4,1105,0.108333333333333,2000,400,0.004,0.0725,0.0245,0.18,0,0,0.027,0.1825,0.46575,0.42225,0.5,0.42225,0.0435,0.07775,-5.55111512312578e-17
"chisq","Chi-square independence",4,1105,0.15,2000,400,0.004,0.15,0.0245,0.3225,0,0.0025,0.0125,0.215,0.427,0.351,0.49875,0.39875,0.076,0.14775,0.04775
"chisq","Chi-square independence",4,1105,0.191666666666667,2000,400,0.004,0.38,0.0245,0.575,0,0.025,0.0045,0.385,0.312,0.22475,0.4875,0.30975,0.08725,0.26275,0.085
"chisq","Chi-square independence",4,1105,0.233333333333333,2000,400,0.004,0.61,0.0245,0.775,0,0.0675,5e-04,0.525,0.197,0.12475,0.46625,0.23775,0.07225,0.3415,0.113
"chisq","Chi-square independence",4,1105,0.275,2000,400,0.004,0.8225,0.0245,0.92,0,0.215,0,0.7325,0.09075,0.05225,0.3925,0.13375,0.0385,0.34025,0.0815
"chisq","Chi-square independence",4,1105,0.316666666666667,2000,400,0.004,0.9525,0.0245,0.9875,0,0.455,0,0.865,0.02575,0.0185,0.2725,0.0675,0.00725000000000003,0.254,0.049
"chisq","Chi-square independence",4,1105,0.358333333333333,2000,400,0.004,0.9925,0.0245,0.9975,0,0.72,0,0.96,0.00574999999999998,0.0135,0.14,0.02,-0.00774999999999998,0.1265,0.00650000000000006
"chisq","Chi-square independence",4,1105,0.4,2000,400,0.004,0.9925,0.0245,0.9925,0,0.8825,0,0.9825,0.00574999999999998,0.016,0.05875,0.00874999999999998,-0.01025,0.0427500000000001,-0.00724999999999998
"chisq","Chi-square independence",4,1105,0.441666666666667,2000,400,0.004,1,0.0245,1,0,0.975,0,0.9925,0.002,0.01225,0.0125,0.00374999999999998,-0.01025,0.000250000000000028,-0.00850000000000001
"chisq","Chi-square independence",4,1105,0.483333333333333,2000,400,0.004,1,0.0245,1,0,0.9975,0,1,0.002,0.01225,0.00124999999999997,0,-0.01025,-0.011,-0.01225
"chisq","Chi-square independence",4,1105,0.525,2000,400,0.004,1,0.0245,1,0,0.9975,0,1,0.002,0.01225,0.00124999999999997,0,-0.01025,-0.011,-0.01225
"chisq","Chi-square independence",4,1105,0.566666666666667,2000,400,0.004,1,0.0245,1,0,1,0,1,0.002,0.01225,0,0,-0.01025,-0.01225,-0.01225
"chisq","Chi-square independence",4,1105,0.608333333333333,2000,400,0.004,1,0.0245,1,0,1,0,1,0.002,0.01225,0,0,-0.01025,-0.01225,-0.01225
"chisq","Chi-square independence",4,1105,0.65,2000,400,0.004,1,0.0245,1,0,1,0,1,0.002,0.01225,0,0,-0.01025,-0.01225,-0.01225
"chisq","Chi-square independence",4,1105,0.691666666666667,2000,400,0.004,1,0.0245,1,0,1,0,1,0.002,0.01225,0,0,-0.01025,-0.01225,-0.01225
"chisq","Chi-square independence",4,1105,0.733333333333333,2000,400,0.004,1,0.0245,1,0,1,0,1,0.002,0.01225,0,0,-0.01025,-0.01225,-0.01225
"chisq","Chi-square independence",4,1105,0.775,2000,400,0.004,1,0.0245,1,0,1,0,1,0.002,0.01225,0,0,-0.01025,-0.01225,-0.01225
"chisq","Chi-square independence",4,1105,0.816666666666667,2000,400,0.004,1,0.0245,1,0,1,0,1,0.002,0.01225,0,0,-0.01025,-0.01225,-0.01225
"chisq","Chi-square independence",4,1105,0.858333333333333,2000,400,0.004,1,0.0245,1,0,1,0,1,0.002,0.01225,0,0,-0.01025,-0.01225,-0.01225
"chisq","Chi-square independence",4,1105,0.9,2000,400,0.004,1,0.0245,1,0,1,0,1,0.002,0.01225,0,0,-0.01025,-0.01225,-0.01225
"chisq","Chi-square independence",4,1350,0.002,2000,400,0.0035,0.005,0.02,0.02,0,0,0,0,0.49925,0.5,0.5,0.5,-0.000749999999999973,0,0
"chisq","Chi-square independence",4,1350,0.00258309933002977,2000,400,0.0035,0.0025,0.02,0.015,0,0,0,0,0.5005,0.5025,0.5,0.5,-0.002,-0.00250000000000006,-0.00250000000000006
"chisq","Chi-square independence",4,1350,0.00333620107440012,2000,400,0.0035,0.01,0.02,0.025,0,0,0,0,0.49675,0.4975,0.5,0.5,-0.000749999999999973,0.0025,0.0025
"chisq","Chi-square independence",4,1350,0.00430886938006377,2000,400,0.0035,0.0125,0.02,0.035,0,0,0,0,0.4955,0.4925,0.5,0.5,0.00300000000000006,0.00750000000000001,0.00750000000000001
"chisq","Chi-square independence",4,1350,0.00556511880441425,2000,400,0.0035,0.0025,0.02,0.02,0,0,0,0,0.5005,0.5,0.5,0.5,0.000500000000000056,0,0
"chisq","Chi-square independence",4,1350,0.00718762732760925,2000,400,0.0035,0.0025,0.02,0.02,0,0,0,0,0.5005,0.5,0.5,0.5,0.000500000000000056,0,0
"chisq","Chi-square independence",4,1350,0.00928317766722556,2000,400,0.0035,0.0125,0.02,0.04,0,0,0,0,0.4955,0.49,0.5,0.5,0.00550000000000006,0.01,0.01
"chisq","Chi-square independence",4,1350,0.0119896850063788,2000,400,0.0035,0.0025,0.02,0.0275,0,0,0,0,0.5005,0.49625,0.5,0.5,0.00425000000000003,0.00374999999999998,0.00374999999999998
"chisq","Chi-square independence",4,1350,0.0154852736536225,2000,400,0.0035,0.0075,0.02,0.025,0,0,0,0,0.498,0.4975,0.5,0.5,0.000500000000000056,0.0025,0.0025
"chisq","Chi-square independence",4,1350,0.02,2000,400,0.0035,0.01,0.02,0.03,0,0,0,0.0025,0.49675,0.495,0.5,0.49875,0.00175000000000003,0.005,0.00375000000000003
"chisq","Chi-square independence",4,1350,0.025,2000,400,0.0035,0.0075,0.02,0.02,0,0,0.0045,0.01,0.498,0.5,0.5,0.49725,-0.00199999999999995,0,-0.00275000000000003
"chisq","Chi-square independence",4,1350,0.0666666666666667,2000,400,0.0035,0.015,0.02,0.0925,0,0,0.047,0.1475,0.49425,0.46375,0.5,0.44975,0.0305,0.03625,-0.014
"chisq","Chi-square independence",4,1350,0.108333333333333,2000,400,0.0035,0.095,0.02,0.205,0,0,0.017,0.1975,0.45425,0.4075,0.5,0.40975,0.04675,0.0925,0.00224999999999992
"chisq","Chi-square independence",4,1350,0.15,2000,400,0.0035,0.225,0.02,0.4375,0,0.005,0.006,0.3125,0.38925,0.29125,0.4975,0.34675,0.098,0.20625,0.0555
"chisq","Chi-square independence",4,1350,0.191666666666667,2000,400,0.0035,0.4875,0.02,0.6925,0,0.0425,0.0025,0.4525,0.258,0.16375,0.47875,0.275,0.09425,0.315,0.11125
"chisq","Chi-square independence",4,1350,0.233333333333333,2000,400,0.0035,0.7525,0.02,0.88,0,0.15,0.001,0.6475,0.1255,0.07,0.425,0.17675,0.0555,0.355,0.10675
"chisq","Chi-square independence",4,1350,0.275,2000,400,0.0035,0.9125,0.02,0.9775,0,0.365,0,0.81,0.0455,0.02125,0.3175,0.095,0.02425,0.29625,0.07375
"chisq","Chi-square independence",4,1350,0.316666666666667,2000,400,0.0035,0.98,0.02,0.99,0,0.6325,0,0.905,0.01175,0.015,0.18375,0.0475,-0.00324999999999998,0.16875,0.0325
"chisq","Chi-square independence",4,1350,0.358333333333333,2000,400,0.0035,1,0.02,1,0,0.87,0,0.975,0.00175000000000003,0.01,0.065,0.0125,-0.00824999999999998,0.055,0.0025
"chisq","Chi-square independence",4,1350,0.4,2000,400,0.0035,1,0.02,1,0,0.9425,0,0.9975,0.00175000000000003,0.01,0.02875,0.00124999999999997,-0.00824999999999998,0.01875,-0.00875000000000004
"chisq","Chi-square independence",4,1350,0.441666666666667,2000,400,0.0035,1,0.02,1,0,0.995,0,1,0.00175000000000003,0.01,0.0025,0,-0.00824999999999998,-0.00750000000000001,-0.01
"chisq","Chi-square independence",4,1350,0.483333333333333,2000,400,0.0035,1,0.02,1,0,0.9975,0,1,0.00175000000000003,0.01,0.00124999999999997,0,-0.00824999999999998,-0.00875000000000004,-0.01
"chisq","Chi-square independence",4,1350,0.525,2000,400,0.0035,1,0.02,1,0,1,0,1,0.00175000000000003,0.01,0,0,-0.00824999999999998,-0.01,-0.01
"chisq","Chi-square independence",4,1350,0.566666666666667,2000,400,0.0035,1,0.02,1,0,1,0,1,0.00175000000000003,0.01,0,0,-0.00824999999999998,-0.01,-0.01
"chisq","Chi-square independence",4,1350,0.608333333333333,2000,400,0.0035,1,0.02,1,0,1,0,1,0.00175000000000003,0.01,0,0,-0.00824999999999998,-0.01,-0.01
"chisq","Chi-square independence",4,1350,0.65,2000,400,0.0035,1,0.02,1,0,1,0,1,0.00175000000000003,0.01,0,0,-0.00824999999999998,-0.01,-0.01
"chisq","Chi-square independence",4,1350,0.691666666666667,2000,400,0.0035,1,0.02,1,0,1,0,1,0.00175000000000003,0.01,0,0,-0.00824999999999998,-0.01,-0.01
"chisq","Chi-square independence",4,1350,0.733333333333333,2000,400,0.0035,1,0.02,1,0,1,0,1,0.00175000000000003,0.01,0,0,-0.00824999999999998,-0.01,-0.01
"chisq","Chi-square independence",4,1350,0.775,2000,400,0.0035,1,0.02,1,0,1,0,1,0.00175000000000003,0.01,0,0,-0.00824999999999998,-0.01,-0.01
"chisq","Chi-square independence",4,1350,0.816666666666667,2000,400,0.0035,1,0.02,1,0,1,0,1,0.00175000000000003,0.01,0,0,-0.00824999999999998,-0.01,-0.01
"chisq","Chi-square independence",4,1350,0.858333333333333,2000,400,0.0035,1,0.02,1,0,1,0,1,0.00175000000000003,0.01,0,0,-0.00824999999999998,-0.01,-0.01
"chisq","Chi-square independence",4,1350,0.9,2000,400,0.0035,1,0.02,1,0,1,0,1,0.00175000000000003,0.01,0,0,-0.00824999999999998,-0.01,-0.01
"chisq","Chi-square independence",4,1650,0.002,2000,400,0.0055,0.005,0.021,0.03,0,0,0,0,0.50025,0.4955,0.5,0.5,0.00475000000000014,0.00450000000000006,0.00450000000000006
"chisq","Chi-square independence",4,1650,0.00258309933002977,2000,400,0.0055,0.0075,0.021,0.0225,0,0,0,0,0.499,0.49925,0.5,0.5,-0.000249999999999917,0.000750000000000028,0.000750000000000028
"chisq","Chi-square independence",4,1650,0.00333620107440012,2000,400,0.0055,0.0075,0.021,0.0375,0,0,0,0,0.499,0.49175,0.5,0.5,0.00725000000000009,0.00825000000000004,0.00825000000000004
"chisq","Chi-square independence",4,1650,0.00430886938006377,2000,400,0.0055,0.005,0.021,0.03,0,0,0,0,0.50025,0.4955,0.5,0.5,0.00475000000000014,0.00450000000000006,0.00450000000000006
"chisq","Chi-square independence",4,1650,0.00556511880441425,2000,400,0.0055,0.0075,0.021,0.04,0,0,0,0,0.499,0.4905,0.5,0.5,0.00850000000000012,0.00950000000000006,0.00950000000000006
"chisq","Chi-square independence",4,1650,0.00718762732760925,2000,400,0.0055,0.0025,0.021,0.025,0,0,0,0,0.5015,0.498,0.5,0.5,0.00350000000000011,0.00200000000000006,0.00200000000000006
"chisq","Chi-square independence",4,1650,0.00928317766722556,2000,400,0.0055,0.01,0.021,0.0325,0,0,0,0,0.49775,0.49425,0.5,0.5,0.00350000000000006,0.00575000000000003,0.00575000000000003
"chisq","Chi-square independence",4,1650,0.0119896850063788,2000,400,0.0055,0.0075,0.021,0.025,0,0,0,0,0.499,0.498,0.5,0.5,0.00100000000000011,0.00200000000000006,0.00200000000000006
"chisq","Chi-square independence",4,1650,0.0154852736536225,2000,400,0.0055,0.0075,0.021,0.0325,0,0,0,0,0.499,0.49425,0.5,0.5,0.00475000000000009,0.00575000000000003,0.00575000000000003
"chisq","Chi-square independence",4,1650,0.02,2000,400,0.0055,0.01,0.021,0.04,0,0,0.002,0.0025,0.49775,0.4905,0.5,0.49975,0.00725000000000009,0.00950000000000006,0.00925000000000009
"chisq","Chi-square independence",4,1650,0.025,2000,400,0.0055,0.005,0.021,0.0275,0,0,0.01,0.01,0.50025,0.49675,0.5,0.5,0.00350000000000011,0.00325000000000003,0.00325000000000003
"chisq","Chi-square independence",4,1650,0.0666666666666667,2000,400,0.0055,0.0275,0.021,0.0825,0,0,0.0425,0.115,0.489,0.46925,0.5,0.46375,0.0197500000000001,0.0307500000000001,-0.00549999999999995
"chisq","Chi-square independence",4,1650,0.108333333333333,2000,400,0.0055,0.1075,0.021,0.2475,0,0.0025,0.0165,0.205,0.449,0.38675,0.49875,0.40575,0.0622500000000001,0.112,0.0190000000000001
"chisq","Chi-square independence",4,1650,0.15,2000,400,0.0055,0.305,0.021,0.5175,0,0.01,0.006,0.33,0.35025,0.25175,0.495,0.338,0.0985000000000001,0.24325,0.08625
"chisq","Chi-square independence",4,1650,0.191666666666667,2000,400,0.0055,0.63,0.021,0.7925,0,0.0675,0.002,0.54,0.18775,0.11425,0.46625,0.231,0.0735000000000001,0.352,0.11675
"chisq","Chi-square independence",4,1650,0.233333333333333,2000,400,0.0055,0.865,0.021,0.9475,0,0.215,0.001,0.72,0.07025,0.03675,0.3925,0.1405,0.0335000000000001,0.35575,0.10375
"chisq","Chi-square independence",4,1650,0.275,2000,400,0.0055,0.9775,0.021,0.9925,0,0.54,5e-04,0.895,0.014,0.0142499999999999,0.23,0.05275,-0.000249999999999917,0.21575,0.0385
"chisq","Chi-square independence",4,1650,0.316666666666667,2000,400,0.0055,0.995,0.021,0.9975,0,0.7975,0,0.975,0.00525000000000003,0.0117499999999999,0.10125,0.0125,-0.0064999999999999,0.0895000000000001,0.000750000000000084
"chisq","Chi-square independence",4,1650,0.358333333333333,2000,400,0.0055,1,0.021,1,0,0.95,0,0.9975,0.00275000000000003,0.0105,0.025,0.00124999999999997,-0.00774999999999992,0.0145000000000001,-0.00924999999999998
"chisq","Chi-square independence",4,1650,0.4,2000,400,0.0055,1,0.021,1,0,0.9925,0,1,0.00275000000000003,0.0105,0.00374999999999998,0,-0.00774999999999992,-0.00674999999999998,-0.0105
"chisq","Chi-square independence",4,1650,0.441666666666667,2000,400,0.0055,1,0.021,1,0,1,0,1,0.00275000000000003,0.0105,0,0,-0.00774999999999992,-0.0105,-0.0105
"chisq","Chi-square independence",4,1650,0.483333333333333,2000,400,0.0055,1,0.021,1,0,1,0,1,0.00275000000000003,0.0105,0,0,-0.00774999999999992,-0.0105,-0.0105
"chisq","Chi-square independence",4,1650,0.525,2000,400,0.0055,1,0.021,1,0,1,0,1,0.00275000000000003,0.0105,0,0,-0.00774999999999992,-0.0105,-0.0105
"chisq","Chi-square independence",4,1650,0.566666666666667,2000,400,0.0055,1,0.021,1,0,1,0,1,0.00275000000000003,0.0105,0,0,-0.00774999999999992,-0.0105,-0.0105
"chisq","Chi-square independence",4,1650,0.608333333333333,2000,400,0.0055,1,0.021,1,0,1,0,1,0.00275000000000003,0.0105,0,0,-0.00774999999999992,-0.0105,-0.0105
"chisq","Chi-square independence",4,1650,0.65,2000,400,0.0055,1,0.021,1,0,1,0,1,0.00275000000000003,0.0105,0,0,-0.00774999999999992,-0.0105,-0.0105
"chisq","Chi-square independence",4,1650,0.691666666666667,2000,400,0.0055,1,0.021,1,0,1,0,1,0.00275000000000003,0.0105,0,0,-0.00774999999999992,-0.0105,-0.0105
"chisq","Chi-square independence",4,1650,0.733333333333333,2000,400,0.0055,1,0.021,1,0,1,0,1,0.00275000000000003,0.0105,0,0,-0.00774999999999992,-0.0105,-0.0105
"chisq","Chi-square independence",4,1650,0.775,2000,400,0.0055,1,0.021,1,0,1,0,1,0.00275000000000003,0.0105,0,0,-0.00774999999999992,-0.0105,-0.0105
"chisq","Chi-square independence",4,1650,0.816666666666667,2000,400,0.0055,1,0.021,1,0,1,0,1,0.00275000000000003,0.0105,0,0,-0.00774999999999992,-0.0105,-0.0105
"chisq","Chi-square independence",4,1650,0.858333333333333,2000,400,0.0055,1,0.021,1,0,1,0,1,0.00275000000000003,0.0105,0,0,-0.00774999999999992,-0.0105,-0.0105
"chisq","Chi-square independence",4,1650,0.9,2000,400,0.0055,1,0.021,1,0,1,0,1,0.00275000000000003,0.0105,0,0,-0.00774999999999992,-0.0105,-0.0105
"chisq","Chi-square independence",4,2015,0.002,2000,400,0.0025,0.005,0.0225,0.0225,0,0,0,0,0.49875,0.5,0.5,0.5,-0.00125000000000003,0,0
"chisq","Chi-square independence",4,2015,0.00258309933002977,2000,400,0.0025,0.005,0.0225,0.0225,0,0,0,0,0.49875,0.5,0.5,0.5,-0.00125000000000003,0,0
"chisq","Chi-square independence",4,2015,0.00333620107440012,2000,400,0.0025,0.0075,0.0225,0.0225,0,0,0,0,0.4975,0.5,0.5,0.5,-0.0025,0,0
"chisq","Chi-square independence",4,2015,0.00430886938006377,2000,400,0.0025,0.005,0.0225,0.0275,0,0,0,0,0.49875,0.4975,0.5,0.5,0.00124999999999997,0.0025,0.0025
"chisq","Chi-square independence",4,2015,0.00556511880441425,2000,400,0.0025,0.005,0.0225,0.0125,0,0,0,0,0.49875,0.505,0.5,0.5,-0.00625000000000003,-0.005,-0.005
"chisq","Chi-square independence",4,2015,0.00718762732760925,2000,400,0.0025,0.0025,0.0225,0.025,0,0,0,0,0.5,0.49875,0.5,0.5,0.00125000000000003,0.00125000000000003,0.00125000000000003
"chisq","Chi-square independence",4,2015,0.00928317766722556,2000,400,0.0025,0,0.0225,0.015,0,0,0,0,0.50125,0.50375,0.5,0.5,-0.00250000000000006,-0.00375000000000003,-0.00375000000000003
"chisq","Chi-square independence",4,2015,0.0119896850063788,2000,400,0.0025,0.0075,0.0225,0.0275,0,0,0,0,0.4975,0.4975,0.5,0.5,0,0.0025,0.0025
"chisq","Chi-square independence",4,2015,0.0154852736536225,2000,400,0.0025,0.01,0.0225,0.03,0,0,5e-04,0,0.49625,0.49625,0.5,0.50025,0,0.00375000000000003,0.004
"chisq","Chi-square independence",4,2015,0.02,2000,400,0.0025,0.0075,0.0225,0.03,0,0,0.0025,0.0075,0.4975,0.49625,0.5,0.4975,0.00125000000000003,0.00375000000000003,0.00125000000000003
"chisq","Chi-square independence",4,2015,0.025,2000,400,0.0025,0.0075,0.0225,0.0375,0,0,0.016,0.0275,0.4975,0.4925,0.5,0.49425,0.005,0.00750000000000001,0.00175000000000003
"chisq","Chi-square independence",4,2015,0.0666666666666667,2000,400,0.0025,0.0475,0.0225,0.105,0,0,0.037,0.1475,0.4775,0.45875,0.5,0.44475,0.01875,0.04125,-0.014
"chisq","Chi-square independence",4,2015,0.108333333333333,2000,400,0.0025,0.12,0.0225,0.2925,0,0,0.0155,0.22,0.44125,0.365,0.5,0.39775,0.07625,0.135,0.0327500000000001
"chisq","Chi-square independence",4,2015,0.15,2000,400,0.0025,0.4475,0.0225,0.63,0,0.01,0.0025,0.4275,0.2775,0.19625,0.495,0.2875,0.08125,0.29875,0.09125
"chisq","Chi-square independence",4,2015,0.191666666666667,2000,400,0.0025,0.7525,0.0225,0.8825,0,0.1375,5e-04,0.64,0.125,0.07,0.43125,0.18025,0.055,0.36125,0.11025
"chisq","Chi-square independence",4,2015,0.233333333333333,2000,400,0.0025,0.9375,0.0225,0.9825,0,0.39,5e-04,0.855,0.0325,0.02,0.305,0.07275,0.0125,0.285,0.05275
"chisq","Chi-square independence",4,2015,0.275,2000,400,0.0025,0.9925,0.0225,0.9975,0,0.675,5e-04,0.9625,0.00499999999999995,0.0125,0.1625,0.019,-0.00750000000000001,0.15,0.00650000000000001
"chisq","Chi-square independence",4,2015,0.316666666666667,2000,400,0.0025,0.9975,0.0225,1,0,0.9375,0,0.99,0.00249999999999995,0.01125,0.03125,0.005,-0.00875000000000004,0.02,-0.00624999999999998
"chisq","Chi-square independence",4,2015,0.358333333333333,2000,400,0.0025,1,0.0225,1,0,0.99,0,1,0.00124999999999997,0.01125,0.005,0,-0.01,-0.00624999999999998,-0.01125
"chisq","Chi-square independence",4,2015,0.4,2000,400,0.0025,1,0.0225,1,0,1,0,1,0.00124999999999997,0.01125,0,0,-0.01,-0.01125,-0.01125
"chisq","Chi-square independence",4,2015,0.441666666666667,2000,400,0.0025,1,0.0225,1,0,1,0,1,0.00124999999999997,0.01125,0,0,-0.01,-0.01125,-0.01125
"chisq","Chi-square independence",4,2015,0.483333333333333,2000,400,0.0025,1,0.0225,1,0,1,0,1,0.00124999999999997,0.01125,0,0,-0.01,-0.01125,-0.01125
"chisq","Chi-square independence",4,2015,0.525,2000,400,0.0025,1,0.0225,1,0,1,0,1,0.00124999999999997,0.01125,0,0,-0.01,-0.01125,-0.01125
"chisq","Chi-square independence",4,2015,0.566666666666667,2000,400,0.0025,1,0.0225,1,0,1,0,1,0.00124999999999997,0.01125,0,0,-0.01,-0.01125,-0.01125
"chisq","Chi-square independence",4,2015,0.608333333333333,2000,400,0.0025,1,0.0225,1,0,1,0,1,0.00124999999999997,0.01125,0,0,-0.01,-0.01125,-0.01125
"chisq","Chi-square independence",4,2015,0.65,2000,400,0.0025,1,0.0225,1,0,1,0,1,0.00124999999999997,0.01125,0,0,-0.01,-0.01125,-0.01125
"chisq","Chi-square independence",4,2015,0.691666666666667,2000,400,0.0025,1,0.0225,1,0,1,0,1,0.00124999999999997,0.01125,0,0,-0.01,-0.01125,-0.01125
