"rows","columns","table_label","table_plot_label","q","n","w","critical_tsbf_estimated_omega","alpha_p05","alpha_ejab","alpha_tsbf","alpha_tsbf_estimated_omega","power_p05","power_ejab","power_tsbf","power_tsbf_estimated_omega","beta_p05","beta_ejab","beta_tsbf","beta_tsbf_estimated_omega","risk_p05","risk_ejab","risk_tsbf","risk_tsbf_estimated_omega","delta_p05_minus_ejab","delta_tsbf_minus_ejab","delta_tsbf_estimated_omega_minus_ejab"
2,2,"2 x 2 (q=1)","2 %*% 2~(q == 1)",1,30,0.588888888888889,2.39304125201973,0.05,0.0606880790874328,0.0349109732146057,0.121876320119469,0.897156415608895,0.91144663427382,0.867807762671293,0.95337921704053,0.102843584391105,0.0885533657261801,0.132192237328707,0.0466207829594699,0.0764217921955526,0.0746207224068065,0.0835516052716566,0.0842485515394693,0.00180106978874611,0.00893088286485005,0.00962782913266275
2,2,"2 x 2 (q=1)","2 %*% 2~(q == 1)",1,30,0.608333333333333,2.39304125201973,0.05,0.0606880790874328,0.0326358084312105,0.121876320119469,0.914970661882733,0.927333871469614,0.884043144974227,0.96287256005693,0.085029338117267,0.0726661285303865,0.115956855025773,0.0371274399430701,0.0675146690586335,0.0666771038089097,0.0742963317284916,0.0795018800312693,0.000837565249723837,0.00761922791958197,0.0128247762223597
2,2,"2 x 2 (q=1)","2 %*% 2~(q == 1)",1,30,0.627777777777778,2.39304125201973,0.05,0.0606880790874328,0.0305487783392455,0.121876320119469,0.930365243661708,0.940940738061717,0.898947870351316,0.970723808615901,0.0696347563382923,0.0590592619382835,0.101052129648684,0.0292761913840988,0.0598173781691462,0.0598736705128582,0.065800453993965,0.0755762557517837,-5.62923437120166e-05,0.00592678348110681,0.0157025852389255
2,2,"2 x 2 (q=1)","2 %*% 2~(q == 1)",1,30,0.647222222222222,2.39304125201973,0.05,0.0606880790874328,0.0286315533623486,0.121876320119469,0.943518910201796,0.952463226484055,0.912523492057904,0.977143816244229,0.0564810897982037,0.047536773515945,0.0874765079420956,0.0228561837557709,0.0532405448991018,0.0541124263016889,0.0580540306522221,0.0723662519376198,-0.000871881402587094,0.0039416043505332,0.0182538256359308
2,2,"2 x 2 (q=1)","2 %*% 2~(q == 1)",1,30,0.666666666666667,2.39304125201973,0.05,0.0606880790874328,0.0268677988132485,0.121876320119469,0.954631218840112,0.962110684802677,0.924790151776767,0.982334325917986,0.0453687811598875,0.0378893151973226,0.0752098482232331,0.0176656740820145,0.0476843905799438,0.0492886971423778,0.0510388235182407,0.0697709971007415,-0.00160430656243399,0.00175012637586297,0.0204822999583638
2,2,"2 x 2 (q=1)","2 %*% 2~(q == 1)",1,30,0.686111111111111,2.39304125201973,0.05,0.0606880790874328,0.0252429442003857,0.121876320119469,0.963913192386455,0.970097213657955,0.935784824098587,0.986483506926178,0.0360868076135447,0.0299027863420446,0.0642151759014132,0.0135164930738219,0.0430434038067724,0.0452954327147387,0.0447290600508994,0.0676964065966452,-0.00225202890796639,-0.000566372663839299,0.0224009738819065
2,2,"2 x 2 (q=1)","2 %*% 2~(q == 1)",1,30,0.705555555555556,2.39304125201973,0.05,0.0606880790874328,0.0237439790141358,0.121876320119469,0.97157894747864,0.976634263166485,0.945559177275532,0.989762895427553,0.0284210525213598,0.0233657368335151,0.0544408227244679,0.0102371045724469,0.0392105262606799,0.042026907960474,0.0390924008693019,0.0660567123459577,-0.00281638169979403,-0.0029345070911721,0.0240298043854837
2,2,"2 x 2 (q=1)","2 %*% 2~(q == 1)",1,30,0.725,2.39304125201973,0.05,0.0606880790874328,0.0223592724181758,0.121876320119469,0.977838570062207,0.981924608943118,0.954177160114532,0.992325618092406,0.0221614299377931,0.0180753910568822,0.0458228398854681,0.00767438190759406,0.0360807149688966,0.0393817350721575,0.034091056151822,0.0647753510135313,-0.00330102010326094,-0.00529067892033558,0.0253936159413738
2,2,"2 x 2 (q=1)","2 %*% 2~(q == 1)",1,30,0.744444444444444,2.39304125201973,0.05,0.0606880790874328,0.0210784143269585,0.121876320119469,0.982892392271183,0.98615777135646,0.961712429499119,0.994305725291995,0.0171076077288166,0.0138422286435397,0.0382875705008808,0.00569427470800488,0.0335538038644083,0.0372651538654863,0.0296829924139196,0.0637852974137367,-0.00371135000107797,-0.00758216145156665,0.0265201435482504
2,2,"2 x 2 (q=1)","2 %*% 2~(q == 1)",1,30,0.763888888888889,2.39304125201973,0.05,0.0606880790874328,0.0198920754894313,0.121876320119469,0.986926712587263,0.989506842716744,0.968245731097395,0.995818430216093,0.0130732874127368,0.0104931572832558,0.0317542689026049,0.00418156978390682,0.0315366437063684,0.0355906181853444,0.025823172196018,0.0630289449516877,-0.00405397447897593,-0.00976744598932633,0.0274383267663433
