"test_key","test","q","n","theta","risk_p","risk_p05","risk_ejab","risk_bic","risk_tsbf","delta_p_minus_ejab","delta_p05_minus_ejab","delta_bic_minus_ejab","delta_tsbf_minus_ejab"
"anova","One-way ANOVA",3,30,1.3,0.00353780871739223,0.0250153249726476,0.0853421488338019,NA,NA,-0.0818043401164096,-0.0603268238611542,NA,NA
"anova","One-way ANOVA",3,30,1.325,0.00321530604076781,0.0250090442125188,0.0853419388041803,NA,NA,-0.0821266327634125,-0.0603328945916615,NA,NA
"anova","One-way ANOVA",3,30,1.35,0.00298693419274093,0.0250052603730611,0.0853418258736176,NA,NA,-0.0823548916808767,-0.0603365655005565,NA,NA
"anova","One-way ANOVA",3,30,1.375,0.00282736835217662,0.0250030152577249,0.0853417661382282,NA,NA,-0.0825143977860516,-0.0603387508805034,NA,NA
"anova","One-way ANOVA",3,30,1.4,0.00271735835624559,0.0250017032657918,0.0853417350541383,NA,NA,-0.0826243766978927,-0.0603400317883465,NA,NA
"anova","One-way ANOVA",3,30,1.425,0.002642520126866,0.025000948153909,0.0853417191420519,NA,NA,-0.0826991990151859,-0.060340770988143,NA,NA
"anova","One-way ANOVA",3,30,1.45,0.002592283744284,0.0250005201182075,0.085341711129076,NA,NA,-0.082749427384792,-0.0603411910108684,NA,NA
"anova","One-way ANOVA",3,30,1.475,0.00255900810318976,0.0250002811512887,0.0853417071596098,NA,NA,-0.08278269905642,-0.0603414260083211,NA,NA
"anova","One-way ANOVA",3,30,1.5,0.00253725869313948,0.0250001497545542,0.0853417052252647,NA,NA,-0.0828044465321253,-0.0603415554707106,NA,NA
"anova","One-way ANOVA",3,30,1.525,0.00252323072726462,0.0250000785972943,0.0853417042980315,NA,NA,-0.0828184735707669,-0.0603416257007372,NA,NA
"anova","One-way ANOVA",3,30,1.55,0.00251430243726358,0.0250000406449135,0.0853417038608275,NA,NA,-0.0828274014235639,-0.060341663215914,NA,NA
"anova","One-way ANOVA",3,30,1.575,0.00250869484966171,0.0250000207088633,0.0853417036580578,NA,NA,-0.0828330088083961,-0.0603416829491945,NA,NA
"anova","One-way ANOVA",3,30,1.6,0.0025052193837598,0.0250000104034554,0.0853417035655614,NA,NA,-0.0828364841818016,-0.060341693162106,NA,NA
"anova","One-way ANOVA",3,30,1.625,0.00250309361046602,0.0250000051464161,0.0853417035240636,NA,NA,-0.0828386099135976,-0.0603416983776475,NA,NA
"anova","One-way ANOVA",3,30,1.65,0.00250181050273346,0.0250000025081311,0.0853417035057542,NA,NA,-0.0828398930030207,-0.0603417009976231,NA,NA
"anova","One-way ANOVA",3,30,1.675,0.00250104619677505,0.0250000012041647,0.0853417034978103,NA,NA,-0.0828406573010353,-0.0603417022936457,NA,NA
"anova","One-way ANOVA",3,30,1.7,0.00250059689867171,0.0250000005694793,0.0853417034944213,NA,NA,-0.0828411065957496,-0.0603417029249421,NA,NA
"anova","One-way ANOVA",3,30,1.725,0.00250033628433027,0.0250000002652682,0.0853417034929999,NA,NA,-0.0828413672086696,-0.0603417032277317,NA,NA
"anova","One-way ANOVA",3,30,1.75,0.00250018704393368,0.025000000121691,0.0853417034924138,NA,NA,-0.0828415164484801,-0.0603417033707229,NA,NA
"anova","One-way ANOVA",3,30,1.775,0.00250010271499146,0.0250000000549717,0.0853417034921763,NA,NA,-0.0828416007771848,-0.0603417034372046,NA,NA
"anova","One-way ANOVA",3,30,1.8,0.00250005568812722,0.0250000000244489,0.0853417034920817,NA,NA,-0.0828416478039545,-0.0603417034676328,NA,NA
"anova","One-way ANOVA",3,30,1.825,0.00250002980642211,0.0250000000107038,0.0853417034920447,NA,NA,-0.0828416736856226,-0.0603417034813408,NA,NA
