"test_key","test","q","n","theta","null_valid_reps","alt_valid_reps","alpha_p","power_p","alpha_ejab","power_ejab","alpha_bic","power_bic","alpha_tsbf","power_tsbf","risk_p","risk_ejab","risk_bic","risk_tsbf","delta_p_minus_ejab","delta_bic_minus_ejab","delta_tsbf_minus_ejab"
"cox","Cox PH regression",1,500,0.35,2000,500,0.0055,0.776,0.0045,0.764,0.005,0.764,0.0105,0.85,0.11475,0.12025,0.1205,0.08025,-0.00549999999999995,0.000249999999999972,-0.04
"cox","Cox PH regression",1,500,0.5,2000,500,0.0055,0.992,0.0045,0.988,0.005,0.988,0.0055,0.988,0.00675000000000003,0.00824999999999998,0.00849999999999995,0.00875000000000004,-0.00149999999999995,0.000249999999999972,0.000500000000000056
"cox","Cox PH regression",1,500,0.8,2000,500,0.0055,1,0.0045,1,0.005,1,0.0015,1,0.00275000000000003,0.00224999999999997,0.00249999999999995,0.000750000000000028,0.000500000000000056,0.000249999999999972,-0.00149999999999995
"kruskal","Kruskal-Wallis",4,30,0.05,2000,500,5e-04,0.004,0.037,0.04,NA,NA,0.034,0.034,0.49825,0.4985,NA,0.5,-0.000249999999999972,NA,0.00150000000000006
"kruskal","Kruskal-Wallis",4,30,0.1,2000,500,5e-04,0,0.037,0.046,NA,NA,0.034,0.042,0.50025,0.4955,NA,0.496,0.00475000000000003,NA,0.000500000000000056
"kruskal","Kruskal-Wallis",4,30,0.2,2000,500,5e-04,0.008,0.037,0.128,NA,NA,0.034,0.124,0.49625,0.4545,NA,0.455,0.04175,NA,0.000500000000000056
"kruskal","Kruskal-Wallis",4,30,0.35,2000,500,5e-04,0.078,0.037,0.37,NA,NA,0.034,0.358,0.46125,0.3335,NA,0.338,0.12775,NA,0.00450000000000006
"kruskal","Kruskal-Wallis",4,30,0.5,2000,500,5e-04,0.196,0.037,0.626,NA,NA,0.034,0.614,0.40225,0.2055,NA,0.21,0.19675,NA,0.00450000000000006
"kruskal","Kruskal-Wallis",4,30,0.8,2000,500,5e-04,0.73,0.037,0.958,NA,NA,0.034,0.958,0.13525,0.0395,NA,0.038,0.09575,NA,-0.00149999999999995
"kruskal","Kruskal-Wallis",4,60,0.05,2000,500,0.003,0.002,0.033,0.034,NA,NA,0.0285,0.034,0.5005,0.4995,NA,0.49725,0.001,NA,-0.00224999999999997
"kruskal","Kruskal-Wallis",4,60,0.1,2000,500,0.003,0.012,0.033,0.082,NA,NA,0.0285,0.082,0.4955,0.4755,NA,0.47325,0.02,NA,-0.00224999999999997
"kruskal","Kruskal-Wallis",4,60,0.2,2000,500,0.003,0.068,0.033,0.29,NA,NA,0.0285,0.276,0.4675,0.3715,NA,0.37625,0.096,NA,0.00475000000000003
"kruskal","Kruskal-Wallis",4,60,0.35,2000,500,0.003,0.43,0.033,0.79,NA,NA,0.0285,0.782,0.2865,0.1215,NA,0.12325,0.165,NA,0.00175000000000003
"kruskal","Kruskal-Wallis",4,60,0.5,2000,500,0.003,0.85,0.033,0.97,NA,NA,0.0285,0.968,0.0765,0.0315,NA,0.03025,0.045,NA,-0.00124999999999997
"kruskal","Kruskal-Wallis",4,60,0.8,2000,500,0.003,0.998,0.033,1,NA,NA,0.0285,1,0.00249999999999995,0.0165,NA,0.01425,-0.014,NA,-0.00224999999999997
"kruskal","Kruskal-Wallis",4,120,0.05,2000,500,0.008,0.016,0.04,0.05,NA,NA,0.0405,0.05,0.496,0.495,NA,0.49525,0.001,NA,0.000249999999999972
"kruskal","Kruskal-Wallis",4,120,0.1,2000,500,0.008,0.032,0.04,0.168,NA,NA,0.0405,0.17,0.488,0.436,NA,0.43525,0.052,NA,-0.000750000000000028
"kruskal","Kruskal-Wallis",4,120,0.2,2000,500,0.008,0.324,0.04,0.606,NA,NA,0.0405,0.61,0.342,0.217,NA,0.21525,0.125,NA,-0.00175000000000003
"kruskal","Kruskal-Wallis",4,120,0.35,2000,500,0.008,0.932,0.04,0.992,NA,NA,0.0405,0.992,0.038,0.024,NA,0.02425,0.014,NA,0.000249999999999972
