"test_key","test","q","n","theta","null_valid_reps","alt_valid_reps","alpha_p","power_p","alpha_ejab","power_ejab","alpha_bic","power_bic","alpha_tsbf","power_tsbf","risk_p","risk_ejab","risk_bic","risk_tsbf","delta_p_minus_ejab","delta_bic_minus_ejab","delta_tsbf_minus_ejab"
"anova","One-way ANOVA",3,30,0.025,2000,400,0.0045,0.005,0.043,0.0475,0.014,0.0175,0,0,0.49975,0.49775,0.49825,0.5,0.002,0.000500000000000056,0.00225000000000003
"anova","One-way ANOVA",3,30,0.0710526315789474,2000,400,0.0045,0.0025,0.043,0.045,0.014,0.01,0,0,0.501,0.499,0.502,0.5,0.00200000000000006,0.00300000000000006,0.00100000000000006
"anova","One-way ANOVA",3,30,0.117105263157895,2000,400,0.0045,0.0025,0.043,0.0575,0.014,0.0125,0,0,0.501,0.49275,0.50075,0.5,0.00825000000000004,0.00800000000000006,0.00725000000000003
"anova","One-way ANOVA",3,30,0.163157894736842,2000,400,0.0045,0.01,0.043,0.11,0.014,0.03,0,0,0.49725,0.4665,0.492,0.5,0.03075,0.0255,0.0335
"anova","One-way ANOVA",3,30,0.209210526315789,2000,400,0.0045,0.0125,0.043,0.125,0.014,0.0525,0.0045,0.01,0.496,0.459,0.48075,0.49725,0.037,0.02175,0.03825
"anova","One-way ANOVA",3,30,0.255263157894737,2000,400,0.0045,0.0375,0.043,0.1625,0.014,0.0675,0.019,0.085,0.4835,0.44025,0.47325,0.467,0.04325,0.033,0.02675
"anova","One-way ANOVA",3,30,0.301315789473684,2000,400,0.0045,0.03,0.043,0.19,0.014,0.0825,0.031,0.1675,0.48725,0.4265,0.46575,0.43175,0.06075,0.03925,0.00524999999999998
"anova","One-way ANOVA",3,30,0.347368421052632,2000,400,0.0045,0.0725,0.043,0.2675,0.014,0.115,0.0425,0.2675,0.466,0.38775,0.4495,0.3875,0.07825,0.0617500000000001,-0.000249999999999972
"anova","One-way ANOVA",3,30,0.393421052631579,2000,400,0.0045,0.1025,0.043,0.3275,0.014,0.17,0.052,0.355,0.451,0.35775,0.422,0.3485,0.09325,0.06425,-0.00924999999999992
"anova","One-way ANOVA",3,30,0.439473684210526,2000,400,0.0045,0.1625,0.043,0.4025,0.014,0.2575,0.0565,0.445,0.421,0.32025,0.37825,0.30575,0.10075,0.058,-0.0145
"anova","One-way ANOVA",3,30,0.485526315789474,2000,400,0.0045,0.205,0.043,0.4875,0.014,0.29,0.0565,0.5275,0.39975,0.27775,0.362,0.2645,0.122,0.08425,-0.0132499999999999
"anova","One-way ANOVA",3,30,0.531578947368421,2000,400,0.0045,0.2275,0.043,0.5625,0.014,0.36,0.0565,0.61,0.3885,0.24025,0.327,0.22325,0.14825,0.08675,-0.017
"anova","One-way ANOVA",3,30,0.577631578947368,2000,400,0.0045,0.3275,0.043,0.6175,0.014,0.45,0.0555,0.6575,0.3385,0.21275,0.282,0.199,0.12575,0.0692500000000001,-0.0137499999999999
"anova","One-way ANOVA",3,30,0.623684210526316,2000,400,0.0045,0.39,0.043,0.7275,0.014,0.5425,0.053,0.755,0.30725,0.15775,0.23575,0.149,0.1495,0.0780000000000001,-0.00874999999999998
"anova","One-way ANOVA",3,30,0.669736842105263,2000,400,0.0045,0.51,0.043,0.7975,0.014,0.6175,0.0485,0.81,0.24725,0.12275,0.19825,0.11925,0.1245,0.0755,-0.0035
"anova","One-way ANOVA",3,30,0.71578947368421,2000,400,0.0045,0.515,0.043,0.87,0.014,0.6675,0.044,0.8725,0.24475,0.0865,0.17325,0.08575,0.15825,0.08675,-0.000749999999999973
"anova","One-way ANOVA",3,30,0.761842105263158,2000,400,0.0045,0.65,0.043,0.9175,0.014,0.78,0.04,0.9125,0.17725,0.06275,0.117,0.06375,0.1145,0.05425,0.00100000000000006
"anova","One-way ANOVA",3,30,0.807894736842105,2000,400,0.0045,0.7075,0.043,0.9125,0.014,0.8025,0.0385,0.8975,0.1485,0.06525,0.10575,0.0705,0.08325,0.0405,0.00525000000000003
"anova","One-way ANOVA",3,30,0.853947368421053,2000,400,0.0045,0.78,0.043,0.9675,0.014,0.8625,0.0345,0.955,0.11225,0.03775,0.07575,0.03975,0.0745,0.038,0.00200000000000006
"anova","One-way ANOVA",3,30,0.9,2000,400,0.0045,0.82,0.043,0.98,0.014,0.92,0.031,0.9675,0.09225,0.0315,0.047,0.0317499999999999,0.06075,0.0155,0.000249999999999972
"anova","One-way ANOVA",3,37,0.025,2000,400,0.0045,0,0.044,0.025,0.009,0.0025,0,0,0.50225,0.5095,0.50325,0.5,-0.00725000000000009,-0.00625000000000009,-0.00950000000000006
"anova","One-way ANOVA",3,37,0.0710526315789474,2000,400,0.0045,0.0025,0.044,0.03,0.009,0.0075,0,0,0.501,0.507,0.50075,0.5,-0.006,-0.00625000000000009,-0.00700000000000001
"anova","One-way ANOVA",3,37,0.117105263157895,2000,400,0.0045,0.0075,0.044,0.065,0.009,0.0125,0,0,0.4985,0.4895,0.49825,0.5,0.00899999999999995,0.00874999999999992,0.0105
"anova","One-way ANOVA",3,37,0.163157894736842,2000,400,0.0045,0.025,0.044,0.07,0.009,0.03,5e-04,0.0125,0.48975,0.487,0.4895,0.494,0.00274999999999997,0.00249999999999995,0.00700000000000001
"anova","One-way ANOVA",3,37,0.209210526315789,2000,400,0.0045,0.0125,0.044,0.1475,0.009,0.04,0.012,0.0575,0.496,0.44825,0.4845,0.47725,0.04775,0.0362499999999999,0.029
"anova","One-way ANOVA",3,37,0.255263157894737,2000,400,0.0045,0.03,0.044,0.1375,0.009,0.0375,0.027,0.09,0.48725,0.45325,0.48575,0.4685,0.0339999999999999,0.0324999999999999,0.0152499999999999
"anova","One-way ANOVA",3,37,0.301315789473684,2000,400,0.0045,0.0775,0.044,0.25,0.009,0.1025,0.042,0.245,0.4635,0.397,0.45325,0.3985,0.0665,0.0562499999999999,0.0015
"anova","One-way ANOVA",3,37,0.347368421052632,2000,400,0.0045,0.085,0.044,0.32,0.009,0.1325,0.0525,0.34,0.45975,0.362,0.43825,0.35625,0.09775,0.0762499999999999,-0.00575000000000003
"anova","One-way ANOVA",3,37,0.393421052631579,2000,400,0.0045,0.1625,0.044,0.445,0.009,0.2225,0.054,0.49,0.421,0.2995,0.39325,0.282,0.1215,0.09375,-0.0175
"anova","One-way ANOVA",3,37,0.439473684210526,2000,400,0.0045,0.2375,0.044,0.555,0.009,0.2775,0.0545,0.6025,0.3835,0.2445,0.36575,0.226,0.139,0.12125,-0.0185
"anova","One-way ANOVA",3,37,0.485526315789474,2000,400,0.0045,0.2775,0.044,0.6075,0.009,0.3525,0.0535,0.65,0.3635,0.21825,0.32825,0.20175,0.14525,0.11,-0.0165
"anova","One-way ANOVA",3,37,0.531578947368421,2000,400,0.0045,0.4,0.044,0.7225,0.009,0.4725,0.053,0.7425,0.30225,0.16075,0.26825,0.15525,0.1415,0.1075,-0.00550000000000006
"anova","One-way ANOVA",3,37,0.577631578947368,2000,400,0.0045,0.445,0.044,0.7675,0.009,0.5475,0.051,0.7825,0.27975,0.13825,0.23075,0.13425,0.1415,0.0924999999999999,-0.00400000000000006
"anova","One-way ANOVA",3,37,0.623684210526316,2000,400,0.0045,0.595,0.044,0.87,0.009,0.65,0.0465,0.875,0.20475,0.087,0.1795,0.08575,0.11775,0.0924999999999999,-0.00125000000000003
"anova","One-way ANOVA",3,37,0.669736842105263,2000,400,0.0045,0.62,0.044,0.8675,0.009,0.705,0.0405,0.8575,0.19225,0.08825,0.152,0.0915,0.104,0.06375,0.00324999999999998
"anova","One-way ANOVA",3,37,0.71578947368421,2000,400,0.0045,0.7625,0.044,0.935,0.009,0.795,0.036,0.9225,0.121,0.0545,0.107,0.05675,0.0665,0.0524999999999999,0.00225000000000003
"anova","One-way ANOVA",3,37,0.761842105263158,2000,400,0.0045,0.7775,0.044,0.97,0.009,0.845,0.0305,0.9575,0.1135,0.037,0.082,0.0365,0.0765,0.0449999999999999,-0.000500000000000056
"anova","One-way ANOVA",3,37,0.807894736842105,2000,400,0.0045,0.885,0.044,0.9925,0.009,0.9125,0.029,0.9825,0.05975,0.02575,0.04825,0.0232499999999999,0.034,0.0225,-0.00250000000000006
"anova","One-way ANOVA",3,37,0.853947368421053,2000,400,0.0045,0.9325,0.044,0.995,0.009,0.9525,0.026,0.985,0.036,0.0245,0.0282499999999999,0.0205,0.0115,0.00374999999999992,-0.004
"anova","One-way ANOVA",3,37,0.9,2000,400,0.0045,0.9425,0.044,0.995,0.009,0.9575,0.025,0.9875,0.031,0.0245,0.0257499999999999,0.0187499999999999,0.00649999999999995,0.00124999999999992,-0.00575000000000009
"anova","One-way ANOVA",3,46,0.025,2000,400,0.006,0.0025,0.045,0.0525,0.006,0.005,0,0,0.50175,0.49625,0.5005,0.5,0.00550000000000006,0.00425000000000009,0.00375000000000003
"anova","One-way ANOVA",3,46,0.0710526315789474,2000,400,0.006,0.0075,0.045,0.0525,0.006,0.0075,0,0,0.49925,0.49625,0.49925,0.5,0.00300000000000006,0.00300000000000006,0.00375000000000003
"anova","One-way ANOVA",3,46,0.117105263157895,2000,400,0.006,0.0025,0.045,0.0575,0.006,0.0025,0,0,0.50175,0.49375,0.50175,0.5,0.00800000000000006,0.00800000000000006,0.00625000000000003
"anova","One-way ANOVA",3,46,0.163157894736842,2000,400,0.006,0.02,0.045,0.11,0.006,0.02,0.0055,0.0175,0.493,0.4675,0.493,0.494,0.0255,0.0255,0.0265000000000001
"anova","One-way ANOVA",3,46,0.209210526315789,2000,400,0.006,0.0325,0.045,0.125,0.006,0.035,0.0215,0.0825,0.48675,0.46,0.4855,0.4695,0.02675,0.0255,0.00950000000000006
"anova","One-way ANOVA",3,46,0.255263157894737,2000,400,0.006,0.0525,0.045,0.1975,0.006,0.0625,0.0395,0.1875,0.47675,0.42375,0.47175,0.426,0.053,0.048,0.00225000000000009
"anova","One-way ANOVA",3,46,0.301315789473684,2000,400,0.006,0.1,0.045,0.305,0.006,0.1025,0.05,0.325,0.453,0.37,0.45175,0.3625,0.083,0.08175,-0.00749999999999995
"anova","One-way ANOVA",3,46,0.347368421052632,2000,400,0.006,0.1625,0.045,0.385,0.006,0.1675,0.0565,0.43,0.42175,0.33,0.41925,0.31325,0.09175,0.08925,-0.0167499999999999
"anova","One-way ANOVA",3,46,0.393421052631579,2000,400,0.006,0.1975,0.045,0.475,0.006,0.2025,0.0575,0.5125,0.40425,0.285,0.40175,0.2725,0.11925,0.11675,-0.0124999999999999
"anova","One-way ANOVA",3,46,0.439473684210526,2000,400,0.006,0.335,0.045,0.6625,0.006,0.345,0.0565,0.705,0.3355,0.19125,0.3305,0.17575,0.14425,0.13925,-0.0155
"anova","One-way ANOVA",3,46,0.485526315789474,2000,400,0.006,0.37,0.045,0.675,0.006,0.3875,0.0515,0.705,0.318,0.185,0.30925,0.17325,0.133,0.12425,-0.0117499999999999
"anova","One-way ANOVA",3,46,0.531578947368421,2000,400,0.006,0.55,0.045,0.8325,0.006,0.5575,0.049,0.8375,0.228,0.10625,0.22425,0.10575,0.12175,0.118,-5e-04
"anova","One-way ANOVA",3,46,0.577631578947368,2000,400,0.006,0.5925,0.045,0.8475,0.006,0.6,0.045,0.8475,0.20675,0.09875,0.203,0.09875,0.108,0.10425,0
"anova","One-way ANOVA",3,46,0.623684210526316,2000,400,0.006,0.715,0.045,0.9175,0.006,0.72,0.0405,0.9075,0.1455,0.06375,0.143,0.0665,0.08175,0.07925,0.00275000000000003
"anova","One-way ANOVA",3,46,0.669736842105263,2000,400,0.006,0.7975,0.045,0.9425,0.006,0.805,0.0365,0.9275,0.10425,0.05125,0.1005,0.0545,0.053,0.04925,0.00325000000000003
"anova","One-way ANOVA",3,46,0.71578947368421,2000,400,0.006,0.9375,0.045,0.98,0.006,0.945,0.031,0.9725,0.03425,0.0325,0.0305,0.0292499999999999,0.00175000000000003,-0.00199999999999995,-0.00325000000000003
"anova","One-way ANOVA",3,46,0.761842105263158,2000,400,0.006,0.9175,0.045,0.9925,0.006,0.925,0.03,0.9875,0.04425,0.0262499999999999,0.0405,0.02125,0.0180000000000001,0.01425,-0.00499999999999995
"anova","One-way ANOVA",3,46,0.807894736842105,2000,400,0.006,0.9525,0.045,0.995,0.006,0.96,0.025,0.99,0.02675,0.025,0.023,0.0175,0.00175000000000003,-0.00199999999999995,-0.00750000000000001
"anova","One-way ANOVA",3,46,0.853947368421053,2000,400,0.006,0.9625,0.045,0.9975,0.006,0.9625,0.023,0.9925,0.02175,0.0237499999999999,0.02175,0.0152499999999999,-0.00199999999999995,-0.00199999999999995,-0.00850000000000001
"anova","One-way ANOVA",3,46,0.9,2000,400,0.006,0.9875,0.045,1,0.006,0.9875,0.0195,0.9975,0.00924999999999998,0.0225,0.00924999999999998,0.011,-0.01325,-0.01325,-0.0115
"anova","One-way ANOVA",3,57,0.025,2000,400,0.004,0.0025,0.0325,0.045,0.0035,0,0,0,0.50075,0.49375,0.50175,0.5,0.00700000000000006,0.00800000000000006,0.00625000000000003
"anova","One-way ANOVA",3,57,0.0710526315789474,2000,400,0.004,0.005,0.0325,0.04,0.0035,0.0025,0,0,0.4995,0.49625,0.5005,0.5,0.00325000000000003,0.00425000000000009,0.00375000000000003
"anova","One-way ANOVA",3,57,0.117105263157895,2000,400,0.004,0.0125,0.0325,0.09,0.0035,0.0075,5e-04,0,0.49575,0.47125,0.498,0.50025,0.0245,0.02675,0.029
"anova","One-way ANOVA",3,57,0.163157894736842,2000,400,0.004,0.0225,0.0325,0.09,0.0035,0.02,0.008,0.0325,0.49075,0.47125,0.49175,0.48775,0.0195,0.0205,0.0165
"anova","One-way ANOVA",3,57,0.209210526315789,2000,400,0.004,0.0375,0.0325,0.1775,0.0035,0.025,0.0235,0.14,0.48325,0.4275,0.48925,0.44175,0.05575,0.06175,0.01425
"anova","One-way ANOVA",3,57,0.255263157894737,2000,400,0.004,0.0975,0.0325,0.2725,0.0035,0.0875,0.037,0.285,0.45325,0.38,0.458,0.376,0.07325,0.078,-0.004
"anova","One-way ANOVA",3,57,0.301315789473684,2000,400,0.004,0.125,0.0325,0.375,0.0035,0.115,0.045,0.42,0.4395,0.32875,0.44425,0.3125,0.11075,0.1155,-0.01625
"anova","One-way ANOVA",3,57,0.347368421052632,2000,400,0.004,0.225,0.0325,0.4675,0.0035,0.195,0.0465,0.52,0.3895,0.2825,0.40425,0.26325,0.107,0.12175,-0.01925
"anova","One-way ANOVA",3,57,0.393421052631579,2000,400,0.004,0.325,0.0325,0.6275,0.0035,0.2875,0.045,0.6825,0.3395,0.2025,0.358,0.18125,0.137,0.1555,-0.02125
"anova","One-way ANOVA",3,57,0.439473684210526,2000,400,0.004,0.4525,0.0325,0.78,0.0035,0.42,0.038,0.8075,0.27575,0.12625,0.29175,0.11525,0.1495,0.1655,-0.011
"anova","One-way ANOVA",3,57,0.485526315789474,2000,400,0.004,0.53,0.0325,0.82,0.0035,0.5025,0.0355,0.8325,0.237,0.10625,0.2505,0.1015,0.13075,0.14425,-0.00474999999999998
"anova","One-way ANOVA",3,57,0.531578947368421,2000,400,0.004,0.7075,0.0325,0.9,0.0035,0.6725,0.0295,0.8925,0.14825,0.06625,0.1655,0.0685000000000001,0.082,0.0992500000000001,0.00225000000000009
"anova","One-way ANOVA",3,57,0.577631578947368,2000,400,0.004,0.7675,0.0325,0.9225,0.0035,0.7425,0.028,0.92,0.11825,0.055,0.1305,0.054,0.06325,0.0755,-0.001
"anova","One-way ANOVA",3,57,0.623684210526316,2000,400,0.004,0.8575,0.0325,0.98,0.0035,0.8325,0.0235,0.9675,0.07325,0.02625,0.0855,0.028,0.047,0.05925,0.00175000000000003
"anova","One-way ANOVA",3,57,0.669736842105263,2000,400,0.004,0.9325,0.0325,0.9875,0.0035,0.9175,0.0205,0.985,0.03575,0.0225,0.043,0.01775,0.01325,0.0205000000000001,-0.00474999999999998
"anova","One-way ANOVA",3,57,0.71578947368421,2000,400,0.004,0.9725,0.0325,0.9975,0.0035,0.9675,0.016,0.99,0.01575,0.0175,0.018,0.013,-0.00174999999999997,0.000500000000000056,-0.00449999999999995
"anova","One-way ANOVA",3,57,0.761842105263158,2000,400,0.004,0.98,0.0325,0.9975,0.0035,0.9725,0.015,0.9975,0.012,0.0175,0.0155,0.00874999999999992,-0.00549999999999995,-0.00199999999999995,-0.00875000000000004
"anova","One-way ANOVA",3,57,0.807894736842105,2000,400,0.004,0.9975,0.0325,1,0.0035,0.995,0.013,1,0.00324999999999998,0.01625,0.00425000000000003,0.00649999999999995,-0.013,-0.012,-0.00975000000000004
"anova","One-way ANOVA",3,57,0.853947368421053,2000,400,0.004,0.995,0.0325,1,0.0035,0.9925,0.012,1,0.0045,0.01625,0.0055,0.006,-0.01175,-0.01075,-0.01025
"anova","One-way ANOVA",3,57,0.9,2000,400,0.004,1,0.0325,1,0.0035,1,0.01,1,0.002,0.01625,0.00175000000000003,0.005,-0.01425,-0.0145,-0.01125
"anova","One-way ANOVA",3,71,0.025,2000,400,0.0035,0.0025,0.0405,0.04,0.002,0.0025,0,0,0.5005,0.50025,0.49975,0.5,0.000250000000000083,-0.000499999999999945,-0.000249999999999972
"anova","One-way ANOVA",3,71,0.0710526315789474,2000,400,0.0035,0.005,0.0405,0.06,0.002,0.005,0,0,0.49925,0.49025,0.4985,0.5,0.00900000000000006,0.00825000000000004,0.00975000000000004
"anova","One-way ANOVA",3,71,0.117105263157895,2000,400,0.0035,0.015,0.0405,0.07,0.002,0.005,0.001,0.005,0.49425,0.48525,0.4985,0.498,0.00900000000000006,0.01325,0.01275
"anova","One-way ANOVA",3,71,0.163157894736842,2000,400,0.0035,0.0625,0.0405,0.175,0.002,0.0375,0.0155,0.1175,0.4705,0.43275,0.48225,0.449,0.0377500000000001,0.0495,0.0162500000000001
"anova","One-way ANOVA",3,71,0.209210526315789,2000,400,0.0035,0.055,0.0405,0.2025,0.002,0.045,0.0385,0.2,0.47425,0.419,0.4785,0.41925,0.05525,0.0595,0.000250000000000028
"anova","One-way ANOVA",3,71,0.255263157894737,2000,400,0.0035,0.1175,0.0405,0.3525,0.002,0.0775,0.0525,0.3925,0.443,0.344,0.46225,0.33,0.0990000000000001,0.11825,-0.014
"anova","One-way ANOVA",3,71,0.301315789473684,2000,400,0.0035,0.1925,0.0405,0.42,0.002,0.1425,0.056,0.47,0.4055,0.31025,0.42975,0.293,0.09525,0.1195,-0.01725
"anova","One-way ANOVA",3,71,0.347368421052632,2000,400,0.0035,0.265,0.0405,0.6275,0.002,0.2025,0.055,0.6775,0.36925,0.2065,0.39975,0.18875,0.16275,0.19325,-0.01775
"anova","One-way ANOVA",3,71,0.393421052631579,2000,400,0.0035,0.4475,0.0405,0.745,0.002,0.3575,0.051,0.7825,0.278,0.14775,0.32225,0.13425,0.13025,0.1745,-0.0135
"anova","One-way ANOVA",3,71,0.439473684210526,2000,400,0.0035,0.63,0.0405,0.8425,0.002,0.5375,0.0445,0.85,0.18675,0.099,0.23225,0.09725,0.08775,0.13325,-0.00174999999999997
"anova","One-way ANOVA",3,71,0.485526315789474,2000,400,0.0035,0.7225,0.0405,0.9175,0.002,0.6475,0.0375,0.915,0.1405,0.0615,0.17725,0.06125,0.079,0.11575,-0.000249999999999972
"anova","One-way ANOVA",3,71,0.531578947368421,2000,400,0.0035,0.8,0.0405,0.93,0.002,0.7375,0.033,0.925,0.10175,0.05525,0.13225,0.0539999999999999,0.0465,0.077,-0.00125000000000003
"anova","One-way ANOVA",3,71,0.577631578947368,2000,400,0.0035,0.91,0.0405,0.9775,0.002,0.86,0.029,0.965,0.04675,0.0315,0.071,0.032,0.01525,0.0395,5e-04
"anova","One-way ANOVA",3,71,0.623684210526316,2000,400,0.0035,0.955,0.0405,0.9975,0.002,0.93,0.0215,0.98,0.02425,0.0215,0.036,0.02075,0.00275000000000009,0.0145,-0.000749999999999917
"anova","One-way ANOVA",3,71,0.669736842105263,2000,400,0.0035,0.98,0.0405,1,0.002,0.97,0.018,0.995,0.01175,0.02025,0.016,0.0115,-0.00849999999999995,-0.00424999999999998,-0.00874999999999998
"anova","One-way ANOVA",3,71,0.71578947368421,2000,400,0.0035,0.9975,0.0405,1,0.002,0.9975,0.015,1,0.003,0.02025,0.00224999999999997,0.00749999999999995,-0.01725,-0.018,-0.01275
"anova","One-way ANOVA",3,71,0.761842105263158,2000,400,0.0035,0.9975,0.0405,1,0.002,0.995,0.0135,1,0.003,0.02025,0.0035,0.00675000000000003,-0.01725,-0.01675,-0.0135
"anova","One-way ANOVA",3,71,0.807894736842105,2000,400,0.0035,1,0.0405,1,0.002,0.9975,0.012,1,0.00175000000000003,0.02025,0.00224999999999997,0.006,-0.0185,-0.018,-0.01425
"anova","One-way ANOVA",3,71,0.853947368421053,2000,400,0.0035,1,0.0405,1,0.002,0.9975,0.0105,1,0.00175000000000003,0.02025,0.00224999999999997,0.00524999999999998,-0.0185,-0.018,-0.015
"anova","One-way ANOVA",3,71,0.9,2000,400,0.0035,1,0.0405,1,0.002,1,0.0095,1,0.00175000000000003,0.02025,0.001,0.00475000000000003,-0.0185,-0.01925,-0.0155
"anova","One-way ANOVA",3,89,0.025,2000,400,0.005,0.0075,0.0355,0.0425,0.0015,0,0,0,0.49875,0.4965,0.50075,0.5,0.00224999999999992,0.00424999999999998,0.00349999999999995
"anova","One-way ANOVA",3,89,0.0710526315789474,2000,400,0.005,0.01,0.0355,0.055,0.0015,0,0,0,0.4975,0.49025,0.50075,0.5,0.00724999999999992,0.0105,0.00974999999999998
"anova","One-way ANOVA",3,89,0.117105263157895,2000,400,0.005,0.0225,0.0355,0.1,0.0015,0.02,0.0055,0.0225,0.49125,0.46775,0.49075,0.4915,0.0234999999999999,0.023,0.02375
"anova","One-way ANOVA",3,89,0.163157894736842,2000,400,0.005,0.0475,0.0355,0.15,0.0015,0.0125,0.0265,0.13,0.47875,0.44275,0.4945,0.44825,0.0359999999999999,0.05175,0.00549999999999995
"anova","One-way ANOVA",3,89,0.209210526315789,2000,400,0.005,0.1275,0.0355,0.305,0.0015,0.08,0.0435,0.3325,0.43875,0.36525,0.46075,0.3555,0.0734999999999999,0.0955,-0.00975000000000004
"anova","One-way ANOVA",3,89,0.255263157894737,2000,400,0.005,0.1875,0.0355,0.43,0.0015,0.12,0.048,0.4825,0.40875,0.30275,0.44075,0.28275,0.106,0.138,-0.02
"anova","One-way ANOVA",3,89,0.301315789473684,2000,400,0.005,0.3125,0.0355,0.5775,0.0015,0.2125,0.0475,0.6325,0.34625,0.229,0.3945,0.2075,0.11725,0.1655,-0.0215
"anova","One-way ANOVA",3,89,0.347368421052632,2000,400,0.005,0.4975,0.0355,0.745,0.0015,0.36,0.045,0.7625,0.25375,0.14525,0.32075,0.14125,0.1085,0.1755,-0.00400000000000006
"anova","One-way ANOVA",3,89,0.393421052631579,2000,400,0.005,0.625,0.0355,0.855,0.0015,0.4675,0.04,0.8675,0.19,0.09025,0.267,0.08625,0.0997499999999999,0.17675,-0.00400000000000006
"anova","One-way ANOVA",3,89,0.439473684210526,2000,400,0.005,0.7525,0.0355,0.895,0.0015,0.6275,0.034,0.895,0.12625,0.07025,0.187,0.0695,0.0559999999999999,0.11675,-0.000750000000000028
"anova","One-way ANOVA",3,89,0.485526315789474,2000,400,0.005,0.855,0.0355,0.95,0.0015,0.785,0.028,0.9475,0.075,0.0427500000000001,0.10825,0.04025,0.0322499999999999,0.0655,-0.00250000000000006
"anova","One-way ANOVA",3,89,0.531578947368421,2000,400,0.005,0.9525,0.0355,0.9875,0.0015,0.885,0.0235,0.9825,0.0262499999999999,0.024,0.05825,0.0205,0.00224999999999992,0.03425,-0.0035
"anova","One-way ANOVA",3,89,0.577631578947368,2000,400,0.005,0.9775,0.0355,0.9975,0.0015,0.9575,0.019,0.9925,0.0137499999999999,0.019,0.022,0.0132499999999999,-0.00525000000000009,0.003,-0.00575000000000009
"anova","One-way ANOVA",3,89,0.623684210526316,2000,400,0.005,0.9875,0.0355,0.995,0.0015,0.98,0.017,0.995,0.00874999999999992,0.02025,0.01075,0.011,-0.0115000000000001,-0.00950000000000001,-0.00925000000000009
"anova","One-way ANOVA",3,89,0.669736842105263,2000,400,0.005,0.995,0.0355,1,0.0015,0.9875,0.0145,0.995,0.00499999999999995,0.01775,0.00700000000000001,0.00974999999999998,-0.0127500000000001,-0.01075,-0.00800000000000006
"anova","One-way ANOVA",3,89,0.71578947368421,2000,400,0.005,1,0.0355,1,0.0015,1,0.0125,1,0.00249999999999995,0.01775,0.000750000000000028,0.00624999999999998,-0.0152500000000001,-0.017,-0.0115000000000001
"anova","One-way ANOVA",3,89,0.761842105263158,2000,400,0.005,1,0.0355,1,0.0015,1,0.0105,1,0.00249999999999995,0.01775,0.000750000000000028,0.00524999999999998,-0.0152500000000001,-0.017,-0.0125000000000001
"anova","One-way ANOVA",3,89,0.807894736842105,2000,400,0.005,1,0.0355,1,0.0015,1,0.009,1,0.00249999999999995,0.01775,0.000750000000000028,0.00449999999999995,-0.0152500000000001,-0.017,-0.0132500000000001
"anova","One-way ANOVA",3,89,0.853947368421053,2000,400,0.005,1,0.0355,1,0.0015,1,0.0075,1,0.00249999999999995,0.01775,0.000750000000000028,0.00375000000000003,-0.0152500000000001,-0.017,-0.014
"anova","One-way ANOVA",3,89,0.9,2000,400,0.005,1,0.0355,1,0.0015,1,0.0055,1,0.00249999999999995,0.01775,0.000750000000000028,0.00275000000000003,-0.0152500000000001,-0.017,-0.015
"anova","One-way ANOVA",3,110,0.025,2000,400,0.0055,0,0.0335,0.0175,0.002,0,0,0,0.50275,0.508,0.501,0.5,-0.00524999999999998,-0.00700000000000001,-0.00800000000000001
"anova","One-way ANOVA",3,110,0.0710526315789474,2000,400,0.0055,0.005,0.0335,0.05,0.002,0,0,0,0.50025,0.49175,0.501,0.5,0.00850000000000006,0.00924999999999998,0.00824999999999998
"anova","One-way ANOVA",3,110,0.117105263157895,2000,400,0.0055,0.0225,0.0335,0.1175,0.002,0.01,0.0125,0.045,0.4915,0.458,0.496,0.48375,0.0335,0.0379999999999999,0.0257499999999999
"anova","One-way ANOVA",3,110,0.163157894736842,2000,400,0.0055,0.0775,0.0335,0.2075,0.002,0.0375,0.0335,0.21,0.464,0.413,0.48225,0.41175,0.051,0.06925,-0.00124999999999997
"anova","One-way ANOVA",3,110,0.209210526315789,2000,400,0.0055,0.1475,0.0335,0.3625,0.002,0.0725,0.0435,0.4175,0.429,0.3355,0.46475,0.313,0.0935,0.12925,-0.0225
"anova","One-way ANOVA",3,110,0.255263157894737,2000,400,0.0055,0.2525,0.0335,0.5325,0.002,0.1175,0.046,0.575,0.3765,0.2505,0.44225,0.2355,0.126,0.19175,-0.015
"anova","One-way ANOVA",3,110,0.301315789473684,2000,400,0.0055,0.4375,0.0335,0.69,0.002,0.2925,0.0425,0.725,0.284,0.17175,0.35475,0.15875,0.11225,0.183,-0.0130000000000001
"anova","One-way ANOVA",3,110,0.347368421052632,2000,400,0.0055,0.6575,0.0335,0.8425,0.002,0.4875,0.0365,0.865,0.174,0.0955,0.25725,0.08575,0.0785,0.16175,-0.00975000000000004
"anova","One-way ANOVA",3,110,0.393421052631579,2000,400,0.0055,0.7575,0.0335,0.9325,0.002,0.5975,0.0325,0.9275,0.124,0.0505,0.20225,0.0525,0.0735,0.15175,0.00199999999999995
"anova","One-way ANOVA",3,110,0.439473684210526,2000,400,0.0055,0.85,0.0335,0.9725,0.002,0.74,0.027,0.9625,0.07775,0.0305,0.131,0.0322499999999999,0.04725,0.1005,0.00174999999999992
"anova","One-way ANOVA",3,110,0.485526315789474,2000,400,0.0055,0.9525,0.0335,0.99,0.002,0.8725,0.022,0.9875,0.0265,0.02175,0.06475,0.01725,0.00474999999999998,0.0429999999999999,-0.00450000000000006
